,Book_id,True_title,author,title,url,view,similarity,isnotVol,status,Used
51,764,Dombey And Son,Charles Dickens,Dealings with the Firm of Dombey and Son,/details/dealingswithfir01dickgoog,419,0.481481481,TRUE,Normal,
52,764,Dombey And Son,"Charles Dickens, Andrew Lang",Dealings with the Firm of Dombey and Son,/details/dealingswithfir00unkngoog,1049,0.481481481,TRUE,Normal,
0,765,Great Expectations,"Dickens, Charles, 1812-1870; Dickens, Charles, 1812-1870. Some account of an extraordinary traveler",Vol 4: Great expectations,/details/greatexpectation04dick,981,0.790697674,FALSE,Normal,
1,765,Great Expectations,"Dickens, Charles, 1812-1870",Great Expectations,/details/greatexpectation01400gut,5905,1,TRUE,Normal,1
2,765,Great Expectations,Charles Dickens,Great Expectations,/details/in.ernet.dli.2015.201468,26,1,TRUE,Normal,
3,765,Great Expectations,"Dickens, Charles",Great Expectations,/details/in.ernet.dli.2015.43676,4,1,TRUE,Normal,
4,765,Great Expectations,Dickens Charles,The Great Expectations,/details/in.ernet.dli.2015.120601,2,0.9,TRUE,Normal,
5,765,Great Expectations,Dickens,Great Expectations,/details/GreatExpectations_201604,33,1,TRUE,Normal,
6,765,Great Expectations,Charles Dickens,Great Expectations,/details/greatexpectatio00dickgoog,2162,1,TRUE,Normal,
7,765,Great Expectations,Charles Dickens,Great Expectations,/details/ost-english-greatexpectation1890dick_bw,249,1,TRUE,Normal,
8,765,Great Expectations,Charles Dickens,Great Expectations,/details/greatexpectatio02dickgoog,1941,1,TRUE,Normal,
9,765,Great Expectations,Charles Dickens,Great Expectations,/details/greatexpectatio03dickgoog,1400,1,TRUE,Normal,
10,765,Great Expectations,"Dickens, Charles, 1812-1870",Vol 1: Great expectations,/details/greatexpectation01dick,819,0.790697674,FALSE,Normal,
11,765,Great Expectations,"Dickens, Charles, 1812-1870",Vol 3: Great expectations,/details/greatexpectation03dick,782,0.790697674,FALSE,Normal,
12,765,Great Expectations,"Dickens, Charles, 1812-1870",Great expectations,/details/greatexpectation1890dick,4514,0.944444444,TRUE,Normal,
13,765,Great Expectations,Charles Dickens,Great Expectations,/details/greatexpectatio01dickgoog,3531,1,TRUE,Normal,
14,765,Great Expectations,"Dickens, Charles, 1812-1870",Vol 2: Great expectations,/details/greatexpectation02dick,597,0.790697674,FALSE,Normal,
15,765,Great Expectations,"Dickens, Charles, 1812-1870",Great expectations,/details/greatexpectatio00dick,4762,0.944444444,TRUE,Normal,
16,765,Great Expectations,"Dickens, Charles, 1812-1870; S.H. Goetzel & Co., publisher",Great expectations,/details/20952088.3853.emory.edu,532,0.944444444,TRUE,Normal,
17,765,Great Expectations,Charles Dickens,"Great Expectations ; And, Hard Times",/details/greatexpectatio04dickgoog,1314,0.666666667,TRUE,Normal,
18,765,Great Expectations,"Dickens, Charles, 1812-1870; Dickens, Charles, 1837-1896, ed",Great expectations and Hard times,/details/greatexpectation08dick,678,0.666666667,TRUE,Normal,
19,765,Great Expectations,Charles Dickens,Great Expectations and Master Humphrey's Clock,/details/greatexpectatio05dickgoog,2579,0.5625,TRUE,Normal,
20,765,Great Expectations,"Dickens, Charles, 1812-1870; Dickens, Charles, 1812-1870","Great expectations, and The uncommercial traveller",/details/greatexpectation00dickiala,2989,0.5,TRUE,Normal,
21,765,Great Expectations,"Scott, Charles Augustus, b. 1830; Dickens, Charles, 1812-1870. Great expectations",Great expectations. A drama in five acts,/details/greatexpectation00scot,243,0.586206897,TRUE,Normal,
22,765,Great Expectations,Charles Dickens,"Great expectations and Master Humphrey's clock, Volume 2",/details/greatexpectatio06dickgoog,1299,0.459459459,TRUE,Normal,
23,765,Great Expectations,"Dickens, Charles, 1812-1870",Great expectations ; The mystery of Edwin Drood ; Mugby Junction ; Master Humphre's clock,/details/greatexpectation00dickuoft,2171,0.317757009,TRUE,Normal,
24,765,Great Expectations,Charles Dickens,Groote verwachtingen,/details/GrooteVerwachtingen,605,0.421052632,TRUE,Normal,
0,767,Little Dorrit,"Dickens, Charles, 1812-1870",Little Dorrit,/details/littledorrit00963gut,945,1,TRUE,Normal,
1,767,Little Dorrit,Charles Dickens,Little Dorrit,/details/in.ernet.dli.2015.225583,5,1,TRUE,Normal,
2,767,Little Dorrit,"Dickens, Charles",Little Dorrit(1879),/details/in.ernet.dli.2015.68411,0,0.8125,TRUE,Normal,
3,767,Little Dorrit,"Dickens,charles",Charles Dickens Little Dorrit,/details/in.ernet.dli.2015.65574,7,0.619047619,TRUE,Normal,
4,767,Little Dorrit,"Dickens,charles",Little Dorrit (1910),/details/in.ernet.dli.2015.98921,1,0.787878788,TRUE,Normal,
5,767,Little Dorrit,Dickens Charles,Little Dorrit Vol-1,/details/in.ernet.dli.2015.208156,1,0.8125,TRUE,Normal,
6,767,Little Dorrit,Charles John Huffam Dickens (1812 - 1870),Kleine Dorrit,/details/KleineDorrit,1052,0.692307692,TRUE,Normal,
7,767,Little Dorrit,Charles Dickens,Little Dorrit,/details/littledorrit09dickgoog,351,1,TRUE,Normal,
8,767,Little Dorrit,Charles Dickens,Little Dorrit,/details/littledorrit06dickgoog,849,1,TRUE,Normal,
9,767,Little Dorrit,"Dickens, Charles, 1812-1870",Little Dorrit,/details/littledorrit00dickiala,3874,1,TRUE,Normal,1
10,767,Little Dorrit,Charles Dickens,Vol 3: Little Dorrit,/details/littledorrit03dickgoog,618,0.787878788,FALSE,Normal,
11,767,Little Dorrit,Charles Dickens,Little Dorrit,/details/littledorrit02dickgoog,122,1,TRUE,Normal,
12,767,Little Dorrit,Charles Dickens,Vol 22: Little Dorrit,/details/littledorrit04dickgoog,503,0.764705882,FALSE,Normal,
13,767,Little Dorrit,Charles Dickens,Vol 1: Little Dorrit,/details/littledorrit07dickgoog,378,0.787878788,FALSE,Normal,
14,767,Little Dorrit,"Dickens, Charles, 1812-1870",Little Dorrit,/details/littledorrit00dick_5,42,1,TRUE,Normal,
15,767,Little Dorrit,"Dickens, Charles, 1812-1870; Browne, Hablot Knight, 1815-1882, ill",Little Dorrit,/details/littledorrit00dickrich,3357,1,TRUE,Normal,
16,767,Little Dorrit,Charles Dickens,Vol 1: Little Dorrit,/details/littledorrit01dickgoog,1561,0.787878788,FALSE,Normal,
17,767,Little Dorrit,Charles Dickens,Vol 29: Little Dorrit,/details/littledorrit00dickgoog,334,0.764705882,FALSE,Normal,
18,767,Little Dorrit,Charles Dickens,Vol 21: Little Dorrit,/details/littledorrit05dickgoog,786,0.764705882,FALSE,Normal,
19,767,Little Dorrit,"Dickens, Charles, 1812-1870",Little Dorrit,/details/littledorrit08dickgoog,830,1,TRUE,Normal,
20,767,Little Dorrit,"Dickens, Charles, 1812-1870",Little Dorrit,/details/littledorritdickrich,1059,1,TRUE,Normal,
21,767,Little Dorrit,"Dickens, Charles, 1812-1870; Dixon, Arthur A., fl. 1892-ca. 1927",Little Dorrit,/details/littledorrit1910dick,595,1,TRUE,Normal,
22,767,Little Dorrit,Charles Dickens,"Little Dorrit, Volume 3",/details/littledorritvol00dickgoog,407,0.722222222,TRUE,Normal,
23,767,Little Dorrit,Charles Dickens,Charles Dickens' Works: Little dorrit,/details/charlesdickensw00dickgoog,433,0.48,TRUE,Normal,
39,767,Little Dorrit,"Dickens, Charles, 1812-1870",Vol 9: Works,/details/worksdick09dickuoft,483,0.32,FALSE,Normal,
41,767,Little Dorrit,"Dickens, Charles, 1812-1870",Vol 08: Works,/details/worksdick08dickuoft,568,0.307692308,FALSE,Normal,
46,767,Little Dorrit,"Dickens, Charles, 1812-1870",Vol 11: Works,/details/worksdick11dickuoft,668,0.307692308,FALSE,Normal,
47,767,Little Dorrit,"Dickens, Charles, 1812-1870",Vol 7: Works,/details/worksdick07dickuoft,275,0.32,FALSE,Normal,
61,767,Little Dorrit,"Dickens, Charles, 1812-1870",Vol 04: Works,/details/worksdick04dickuoft,260,0.307692308,FALSE,Normal,
0,766,Hard Times For These Times,"Dickens, Charles, 1812-1870",Hard times for these times ; Reprinted pieces,/details/hardtimesforthes00dick_0,25,0.61971831,TRUE,Normal,
1,766,Hard Times For These Times,Charles Dickens,Hard Times: For These Times,/details/hardtimesforthe00dickgoog,953,0.981132075,TRUE,Normal,1
2,766,Hard Times For These Times,Charles Dickens,Hard Times for These Times,/details/hardtimesforthe01dickgoog,655,0.961538462,TRUE,Normal,
3,766,Hard Times For These Times,Charles Dickens,Hard Times for These Times,/details/hardtimesforthe02dickgoog,358,0.961538462,TRUE,Normal,
4,766,Hard Times For These Times,Charles Dickens,"Hard times for these times, Volume 2",/details/hardtimesforthe03dickgoog,75,0.709677419,TRUE,Normal,
5,766,Hard Times For These Times,Charles Dickens,"Vol 1: Barnaby Rudge: A Tale of the Riots of 'eighty, [and, Hard Times for These Times]",/details/barnabyrudgeata03dickgoog,332,0.442477876,FALSE,Normal,
6,766,Hard Times For These Times,Charles Dickens,"Vol 2: Barnaby Rudge: A Tale of the Riots of 'eighty, [and, Hard Times for These Times]",/details/barnabyrudgeata04dickgoog,641,0.442477876,FALSE,Normal,
7,766,Hard Times For These Times,"Dickens, Charles, 1812-1870","Barnaby Rudge, a tale of the riots of 'eighty, [and, Hard times for these times]",/details/bub_gb_JfoKAAAAYAAJ,69,0.41509434,TRUE,Normal,
8,766,Hard Times For These Times,"Dickens, Charles, 1812-1870","Barnaby Rudge, a tale of the riots of 'eighty, [and, Hard times for these times]",/details/bub_gb_8aoRAAAAYAAJ,123,0.41509434,TRUE,Normal,
0,768,Master Humphreys Clock,"Dickens, Charles",Master Humphreys Clock Vol. 3,/details/in.ernet.dli.2015.44383,0,0.862745098,TRUE,Normal,
1,768,Master Humphreys Clock,"Dickens, Charles",Master Humphreys Clock Vol. 1,/details/in.ernet.dli.2015.44381,3,0.862745098,TRUE,Normal,
2,768,Master Humphreys Clock,"Dickens, Charles",Master Humphreys Clock Vol. 2,/details/in.ernet.dli.2015.44382,1,0.862745098,TRUE,Normal,
3,768,Master Humphreys Clock,"Dickens, Charles",The Old Curiosity Shop And Master Humphreys Clock,/details/in.ernet.dli.2015.22393,4,0.61971831,TRUE,Normal,1
4,768,Master Humphreys Clock,Charles Dickens,The Old Curiousity Shop And Master Humphreys Clock,/details/in.ernet.dli.2015.13052,2,0.611111111,TRUE,Normal,
5,768,Master Humphreys Clock,Charles Dickens,The Mystery Of Edwin Drood And Master Humphreys Clock,/details/in.ernet.dli.2015.225977,0,0.586666667,TRUE,Normal,
0,771,Sketches By Boz Illustrative Of Everyday Life And Everyday People,"Dickens, Charles, 1812-1870","Sketches by Boz, illustrative of everyday life and every-day people",/details/sketchesbybozill00882gut,469,0.863636364,TRUE,Normal,
1,771,Sketches By Boz Illustrative Of Everyday Life And Everyday People,Charles Dickens,"Christmas Books, And, Sketches by Boz, Illustrative of Everyday Life and Every-day People",/details/christmasbooksa00dickgoog,972,0.805194805,TRUE,Normal,1
0,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our Mutual Friend,/details/ourmutualfriend00883gut,1908,1,TRUE,Normal,
1,770,Our Mutual Friend,Charles Dickens,Vol 3: Our Mutual Friend,/details/ourmutualfriend03dickgoog,127,0.829268293,FALSE,Normal,
2,770,Our Mutual Friend,Charles ( Dickens,Vol 1-2: Our Mutual Friend,/details/ourmutualfriend00dickgoog,542,0.790697674,TRUE,Normal,
3,770,Our Mutual Friend,Charles Dickens,Our Mutual Friend,/details/ourmutualfriend15dickgoog,492,1,TRUE,Normal,
4,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Vol 2: Our mutual friend,/details/ourmutualfriend20dickgoog,100,0.731707317,FALSE,Normal,
5,770,Our Mutual Friend,"Charles Dickens , Marcus Stone",Our mutual friend,/details/ourmutualfriend01stongoog,2344,0.882352941,TRUE,Normal,
6,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Vol 3: Our mutual friend,/details/ourmutualfriend03dick,392,0.731707317,FALSE,Normal,
8,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Vol 2: Our mutual friend,/details/ourmutualfriend02dick,320,0.731707317,FALSE,Normal,
9,770,Our Mutual Friend,Charles Dickens,Vol 1: Our Mutual Friend,/details/ourmutualfriend06dickgoog,437,0.829268293,FALSE,Normal,
10,770,Our Mutual Friend,Charles Dickens,Our Mutual Friend,/details/ourmutualfriend17dickgoog,1067,1,TRUE,Normal,
11,770,Our Mutual Friend,Charles Dickens,Vol 1: Our Mutual Friend,/details/ourmutualfriend08dickgoog,424,0.829268293,FALSE,Normal,
12,770,Our Mutual Friend,Charles Dickens,Our mutual friend,/details/ourmutualfriend25dickgoog,285,0.882352941,TRUE,Normal,
13,770,Our Mutual Friend,Charles Dickens,Vol 2: Our Mutual Friend,/details/ourmutualfriend07dickgoog,310,0.829268293,FALSE,Normal,
14,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/aan3207.0001.001.umich.edu,274,0.882352941,TRUE,Normal,
15,770,Our Mutual Friend,Charles Dickens,Our Mutual Friend,/details/ourmutualfriend00unkngoog,896,1,TRUE,Normal,
16,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Vol 1: Our mutual friend,/details/ourmutualfriend01dick,731,0.731707317,FALSE,Normal,
17,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/ourmutualfriend00dickrich,585,0.882352941,TRUE,Normal,
18,770,Our Mutual Friend,Charles Dickens,Vol 3: Our Mutual Friend,/details/ourmutualfriend01dickgoog,273,0.829268293,FALSE,Normal,
19,770,Our Mutual Friend,Charles Dickens,Vol 2: Our Mutual Friend,/details/ourmutualfriend16dickgoog,440,0.829268293,FALSE,Normal,
20,770,Our Mutual Friend,Charles ( Dickens,Vol 1: Our Mutual Friend,/details/ourmutualfriend18dickgoog,1083,0.829268293,FALSE,Normal,
21,770,Our Mutual Friend,Charles Dickens,Vol 4: Our Mutual Friend,/details/ourmutualfriend12dickgoog,328,0.829268293,FALSE,Normal,
22,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/ourmutualfrien00dickuoft,445,0.882352941,TRUE,Normal,
23,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/ourmutualfriend00dickiala,771,0.882352941,TRUE,Normal,
24,770,Our Mutual Friend,"Dickens, Charles, 1812-1870; Dickens, Charles, 1837-1896, ed",Our mutual friend,/details/ourmutualfriend00dick,543,0.882352941,TRUE,Normal,
25,770,Our Mutual Friend,Charles Dickens,Vol 4: Our Mutual Friend,/details/ourmutualfriend05dickgoog,258,0.829268293,FALSE,Normal,
27,770,Our Mutual Friend,Charles Dickens,Our Mutual Friend,/details/ourmutualfriend02dickgoog,2260,1,TRUE,Normal,
28,770,Our Mutual Friend,Charles Dickens,Vol 2: Our Mutual Friend,/details/ourmutualfriend11dickgoog,185,0.829268293,FALSE,Normal,
30,770,Our Mutual Friend,"Dickens, Charles, 1812-1870; Chesterton, G. K. (Gilbert Keith), 1874-1936. Introduction",Our mutual friend,/details/mutualfriend00dickuoft,2601,0.882352941,TRUE,Normal,1
32,770,Our Mutual Friend,Charles Dickens,Vol 3: Our Mutual Friend,/details/ourmutualfriend13dickgoog,174,0.829268293,FALSE,Normal,
33,770,Our Mutual Friend,Charles Dickens,Vol 2: Our Mutual Friend,/details/ourmutualfriend04dickgoog,347,0.829268293,FALSE,Normal,
34,770,Our Mutual Friend,"Dickens, Charles, 1812-1870; Stone, Marcus, 1840-1921, illus",Vol 2: Our mutual friend,/details/ourmutualfriend00stongoog,768,0.731707317,FALSE,Normal,
35,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/ourmutualfriend00dickuoft,868,0.882352941,TRUE,Normal,
36,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Our mutual friend,/details/aan3207.0002.001.umich.edu,332,0.882352941,TRUE,Normal,
37,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Vol v.2: Our mutual friend,/details/ourmutualfriend02dick_0,17,0.697674419,FALSE,Normal,
38,770,Our Mutual Friend,"Dickens, Charles, 1812-1870; Johnson, Rossiter, 1840-1931",Our mutual friend,/details/ourmutualfriend00dick_1,15,0.882352941,TRUE,Normal,
39,770,Our Mutual Friend,"Dickens, Charles, 1812-1870; Stone, Marcus, 1840-1921, illus",Vol 1: Our mutual friend,/details/ourmutualfriend14dickgoog,595,0.731707317,FALSE,Normal,
40,770,Our Mutual Friend,Charles Dickens,Our Mutual Friend: With Illustrations,/details/ourmutualfriend23dickgoog,414,0.62962963,TRUE,Normal,
41,770,Our Mutual Friend,Charles Dickens,Charles Dickens' Works: Our mutual friend,/details/charlesdickensw02dickgoog,365,0.517241379,TRUE,Normal,
42,770,Our Mutual Friend,"Dickens, Charles, 1812-1870",Works of Charles Dickens: Our Mutual Friend,/details/worksofcharlesdi0011dick,8,0.566666667,TRUE,Normal,
43,770,Our Mutual Friend,"Shattuck, Harriette (Robinson), Mrs., 1850-; Dickens, Charles, 1812-1870","Our mutual friend. A comedy, in four acts",/details/ourmutualfriend22dickgoog,175,0.517241379,TRUE,Normal,
44,770,Our Mutual Friend,"Shattuck, Harriette (Robinson), Mrs., 1850-; Dickens, Charles, 1812-1870","Our mutual friend. A comedy, in four acts",/details/ourmutualfriendc00shat,173,0.517241379,TRUE,Normal,
45,770,Our Mutual Friend,"Charles Dickens , Charles Macan Rice",The Story of Our Mutual Friend Transcribed Into Phonetic Notation from the ...,/details/storyourmutualf00ricegoog,549,0.357894737,TRUE,Normal,
0,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",The Mystery of Edwin Drood,/details/themysteryofedwi00564gut,534,0.961538462,TRUE,Normal,
1,775,The Mystery Of Edwin Drood,Dickens Charles,The Mystery Of Edwin Drood,/details/in.ernet.dli.2015.16295,2,1,TRUE,Normal,
2,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Dickens, Charles, 1812-1870","Barnaby Rudge ; and, Edwin Drood",/details/barnabyrudgeande00dickrich,500,0.517241379,TRUE,Normal,
3,775,The Mystery Of Edwin Drood,Charles Dickens,Het geheim van Edwin Drood,/details/HetGeheimVanEdwinDrood,605,0.576923077,TRUE,Normal,
4,775,The Mystery Of Edwin Drood,Charles Dickens,The Mystery Of Edwin Drood And Master Humphreys Clock,/details/in.ernet.dli.2015.225977,0,0.658227848,TRUE,Normal,
5,775,The Mystery Of Edwin Drood,Charles Dickens,The Mystery of Edwin Drood,/details/mysteryedwindro00dickgoog,105,0.961538462,TRUE,Normal,
6,775,The Mystery Of Edwin Drood,Charles Dickens,Vol no. 6: The Mystery of Edwin Drood,/details/mysteryedwindro03dickgoog,995,0.793650794,FALSE,Normal,
7,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Universal Pictures (Firm); Alexander, Ruth",The mystery of Edwin Drood,/details/mysteryofedwindr00dickuoft,783,0.923076923,TRUE,Normal,
8,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Fildes, Luke, Sir, 1844-1927",The mystery of Edwin Drood,/details/mysteryofedwindr00dickrich,3076,0.923076923,TRUE,Normal,1
9,775,The Mystery Of Edwin Drood,"Thomas Power James , Charles Dickens",The Mystery of Edwin Drood: Complete,/details/mysteryedwindro01dickgoog,2808,0.806451613,TRUE,Normal,
10,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",Barnaby Rudge; the mystery of Edwin Drood,/details/barnabyrudgemyst00dickuoft,831,0.686567164,TRUE,Normal,
11,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Walters, John Cuming",The complete mystery of Edwin Drood,/details/completemysteryo00dick,21,0.786885246,TRUE,Normal,
12,775,The Mystery Of Edwin Drood,Charles Dickens,"Barnaby Rudge, and The Mystery of Edwin Drood: Mystery of Edwin Drood",/details/barnabyrudgeand02dickgoog,278,0.526315789,TRUE,Normal,
13,775,The Mystery Of Edwin Drood,Charles Dickens,The mystery of Edwin Drood and other pieces,/details/mysteryedwindro05dickgoog,240,0.695652174,TRUE,Normal,
14,775,The Mystery Of Edwin Drood,Charles Dickens,The Mystery of Edwin Drood: And Master Humphrey's Clock,/details/mysteryedwindro02dickgoog,533,0.617283951,TRUE,Normal,
15,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",The mystery of Edwin Drood and Master Humphrey's clock,/details/cu31924013472414,413,0.6,TRUE,Normal,
16,775,The Mystery Of Edwin Drood,"Charles Dickens, Thomas Power James",The mystery of Edwin Drood [completed by] T.P. James,/details/mysteryedwindro00jamegoog,197,0.615384615,TRUE,Normal,
17,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Fildes, Luke, Sir, 1844-1927","The mystery of Edwin Drood, and miscellaneous pieces",/details/m00ysteryofedwindrdickrich,312,0.615384615,TRUE,Normal,
18,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",The mystery of Edwin Drood; and Master Humphrey's clock,/details/adj1202.0001.001.umich.edu,216,0.592592593,TRUE,Normal,
19,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870; Dickens, Charles, 1812-1870","The mystery of Edwin Drood, Reprinted pieces, and other stories",/details/mysteryofedwindrdick00rich,615,0.539325843,TRUE,Normal,
20,775,The Mystery Of Edwin Drood,"Vase, Gillan; Dickens, Charles, 1812-1870. Mystery of Edwin Drood","Vol 1: A great mystery solved : being a sequel to ""The mystery of Edwin Drood""",/details/greatmysterysolv01vase,243,0.403846154,FALSE,Normal,
21,775,The Mystery Of Edwin Drood,"Vase, Gillan; Dickens, Charles, 1812-1870. Mystery of Edwin Drood","Vol 3: A great mystery solved : being a sequel to ""The mystery of Edwin Drood""",/details/greatmysterysolv03vase,271,0.403846154,FALSE,Normal,
22,775,The Mystery Of Edwin Drood,"Vase, Gillan; Dickens, Charles, 1812-1870. Mystery of Edwin Drood","Vol 2: A great mystery solved : being a sequel to ""The mystery of Edwin Drood""",/details/greatmysterysolv02vase,182,0.403846154,FALSE,Normal,
23,775,The Mystery Of Edwin Drood,Charles Dickens,"Barnaby Rudge, Master Humphrey's Clock, and The Mystery of Edwin Drood",/details/barnabyrudgemas00dickgoog,277,0.520833333,TRUE,Normal,
24,775,The Mystery Of Edwin Drood,Charles Dickens,"The mystery of Edwin Drood; Master Humphrey's clock; and Sketches by ""Boz"".",/details/mysteryedwindro04dickgoog,901,0.475247525,TRUE,Normal,
25,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",Great expectations ; The mystery of Edwin Drood ; Mugby Junction ; Master Humphre's clock,/details/greatexpectation00dickuoft,2171,0.417391304,TRUE,Normal,
26,775,The Mystery Of Edwin Drood,"Charles Dickens , Hamilton Wright Mabie , Andrew Lang","A Tale of Two Cities: Mystery of Edwin Drood : with Introduction, Critical Comments, Argument ...",/details/ataletwocitiesm00langgoog,899,0.390243902,TRUE,Normal,
27,775,The Mystery Of Edwin Drood,"Morford, Henry, 1823-1881; Dickens, Charles, 1837-1896; Collins, Wilkie, 1824-1889; Dickens, Charles, 1812-1870. Mystery of Edwin Drood","John Jasper's secret : being a narrative of certain events following and explaining ""The mystery of Edwin Drood""",/details/cu31924022066983,537,0.347826087,TRUE,Normal,
73,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",Vol v.8: The works of Charles Dickens,/details/worksofcharlesdi08dick_0,57,0.317460317,FALSE,Normal,
74,775,The Mystery Of Edwin Drood,"Dickens, Charles, 1812-1870",Vol v.18: The works of Charles Dickens,/details/worksofcharlesdi18dick_0,48,0.3125,FALSE,Normal,
0,774,The Life And Adventures Of Nicholas Nickleby,"Dickens, Charles",The Life And Adventures Of Nicholas Nickleby,/details/in.ernet.dli.2015.94933,3,1,TRUE,Normal,
1,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life And Adventures Of Nicholas Nickleby,/details/in.ernet.dli.2015.220446,3,1,TRUE,Normal,
2,774,The Life And Adventures Of Nicholas Nickleby,Dickens Charles,The Life And Adventures Of Nicholas Nickleby Vol V,/details/in.ernet.dli.2015.210997,2,0.936170213,TRUE,Normal,
3,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 1-4: The life and adventures of Nicholas Nickleby [graphic],/details/nicholasnickleb00dickgoog,564,0.747663551,TRUE,Normal,
4,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 1: The life and adventures of Nicholas Nickleby [graphic],/details/nicholasnickleb01dickgoog,199,0.761904762,FALSE,Normal,
5,774,The Life And Adventures Of Nicholas Nickleby,CHARLES. DICKENS,Vol 2: The life and adventures of Nicholas Nickleby [graphic],/details/nicholasnickleb02dickgoog,406,0.761904762,FALSE,Normal,
6,774,The Life And Adventures Of Nicholas Nickleby,Charles ( Dickens,Vol 1: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur06dickgoog,667,0.884210526,FALSE,Normal,
7,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur22dickgoog,343,0.954545455,TRUE,Normal,
8,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur08dickgoog,467,0.954545455,TRUE,Normal,
9,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 1: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur01dickgoog,555,0.884210526,FALSE,Normal,
10,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 1: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur20dickgoog,257,0.884210526,FALSE,Normal,
11,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 2: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur09dickgoog,367,0.884210526,FALSE,Normal,
12,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur07dickgoog,864,0.954545455,TRUE,Normal,
13,774,The Life And Adventures Of Nicholas Nickleby,"Dickens, Charles, 1812-1870; Browne, Hablot Knight, 1815-1882, ill; Finden, Edward Francis, 1791-1857",The life and adventures of Nicholas Nickleby,/details/lifeandadventur00findgoog,69,0.909090909,TRUE,Normal,
14,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur05unkngoog,248,0.954545455,TRUE,Normal,
15,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur07unkngoog,1447,0.954545455,TRUE,Normal,1
16,774,The Life And Adventures Of Nicholas Nickleby,"Dickens, Charles, 1812-1870",The life and adventures of Nicholas Nickleby,/details/cu31924013472562,580,0.909090909,TRUE,Normal,
17,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur15dickgoog,361,0.954545455,TRUE,Normal,
18,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The Life and Adventures of Nicholas Nickleby.,/details/lifeandadventur16dickgoog,1383,0.943820225,TRUE,Normal,
19,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,Vol 2: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur11dickgoog,370,0.884210526,FALSE,Normal,
20,774,The Life And Adventures Of Nicholas Nickleby,Charles Dickens,The life and adventures of Nicholas Nickleby,/details/lifeandadventur12dickgoog,399,0.909090909,TRUE,Normal,
21,774,The Life And Adventures Of Nicholas Nickleby,CHARLES. DICKENS,The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur05dickgoog,790,0.954545455,TRUE,Normal,
22,774,The Life And Adventures Of Nicholas Nickleby,Charles DICKENS,Vol 1: The Life and Adventures of Nicholas Nickleby,/details/lifeandadventur02dickgoog,1117,0.884210526,FALSE,Normal,
