BOOK_ID,Date,first_name,last_name,title,search_url,error_type
827,1854,Augustine,Duganne,Bianca Or The Star Of The Valley A Romance Of The Alps,"https://archive.org/details/texts?&and[]=Bianca%20Or%20The%20Star%20Of%20The%20Valley%20A%20Romance%20Of%20The%20Alps&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne""",No result
830,1843,Augustine,Duganne,The Two Clerks Or The Orphans Gratitude Being Theadventures Of Henry Fowler And Richard Martin,"https://archive.org/details/texts?&and[]=The%20Two%20Clerks%20Or%20The%20Orphans%20Gratitude%20Being%20Theadventures%20Of%20Henry%20Fowler%20And%20Richard%20Martin&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne""",No result
831,1895,Emily,Dunham,A Womans Lovelesson,"https://archive.org/details/texts?&and[]=A%20Womans%20Lovelesson&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dunham""",No result
835,1878,Valentine,Durant,A Modern Minister,"https://archive.org/details/texts?&and[]=A%20Modern%20Minister&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Durant""",No result
836,1860,Mary,Dutton,Womans Temptation A Novel,"https://archive.org/details/texts?&and[]=Womans%20Temptation%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dutton""",No result
842,1860,Emily,Eden,The Semiattached Couple,"https://archive.org/details/texts?&and[]=The%20Semiattached%20Couple&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eden""",No result
845,1800,Maria,Edgeworth,Castle Rackrent An Hibernian Tale Taken From Facts And From The Manners Of The Irish Squires Before The Year 1782,"https://archive.org/details/texts?&and[]=Castle%20Rackrent%20An%20Hibernian%20Tale%20Taken%20From%20Facts%20And%20From%20The%20Manners%20Of%20The%20Irish%20Squires%20Before%20The%20Year%201782&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth""",No result
847,1809,Maria,Edgeworth,Ennui Or Memoirs Of The Earl Of Glenthorn,"https://archive.org/details/texts?&and[]=Ennui%20Or%20Memoirs%20Of%20The%20Earl%20Of%20Glenthorn&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth""",No result
852,1810,Maria,Edgeworth,Tales Of Real Life Forming A Sequel To Miss Edgeworths Tales Of Fashionable Life,"https://archive.org/details/texts?&and[]=Tales%20Of%20Real%20Life%20Forming%20A%20Sequel%20To%20Miss%20Edgeworths%20Tales%20Of%20Fashionable%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth""",No result
858,1864,Amelia,Edwards,Barbaras History,"https://archive.org/details/texts?&and[]=Barbaras%20History&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards""",No result
859,1870,Amelia,Edwards,Debenhams Vow,"https://archive.org/details/texts?&and[]=Debenhams%20Vow&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards""",No result
863,1889,Pierce,Egan,Quintin Matsys The Blacksmith Of Antwerp An Historical Romance By Pierce Egan The Younger,"https://archive.org/details/texts?&and[]=Quintin%20Matsys%20The%20Blacksmith%20Of%20Antwerp%20An%20Historical%20Romance%20By%20Pierce%20Egan%20The%20Younger&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Egan""",No result
875,1863,Marian,Evans,Romola,"https://archive.org/details/texts?&and[]=Romola&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans""",No result
874,1871,Marian,Evans,Middlemarch A Study Of Provincial Life,"https://archive.org/details/texts?&and[]=Middlemarch%20A%20Study%20Of%20Provincial%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans""",No result
876,1858,Marian,Evans,Scenes Of Clerical Life,"https://archive.org/details/texts?&and[]=Scenes%20Of%20Clerical%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans""",No result
878,1860,Marian,Evans,The Mill On The Floss,"https://archive.org/details/texts?&and[]=The%20Mill%20On%20The%20Floss&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans""",No result
880,1885,Frances,Elliot,The Illtempered Cousin A Novel,"https://archive.org/details/texts?&and[]=The%20Illtempered%20Cousin%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Elliot""",No result
893,1883,Mary,Paxton,Miss Elvesters Girls A Novel,"https://archive.org/details/texts?&and[]=Miss%20Elvesters%20Girls%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Paxton""",No result
894,1810,George,Lipscomb,The Grey Friar And The Black Spirit Of The Wye A Romance,"https://archive.org/details/texts?&and[]=The%20Grey%20Friar%20And%20The%20Black%20Spirit%20Of%20The%20Wye%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Lipscomb""",No result
897,1890,Henry,Erroll,By Womans Favour,"https://archive.org/details/texts?&and[]=By%20Womans%20Favour&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Erroll""",No result
895,1869,,Unknown,Love Stories Of The English Wateringplaces,https://archive.org/details/texts?&and[]=Love%20Stories%20Of%20The%20English%20Wateringplaces&and[]=mediatype%3A%22texts%22,No result
899,1880,Henry,Esmond,A Lifes Hazard Or The Outlaw Of Wentworth Waste,"https://archive.org/details/texts?&and[]=A%20Lifes%20Hazard%20Or%20The%20Outlaw%20Of%20Wentworth%20Waste&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Esmond""",No result
900,1850,Augusta,Wilson,Inez A Tale Of The Alamo,"https://archive.org/details/texts?&and[]=Inez%20A%20Tale%20Of%20The%20Alamo&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson""",No result
901,1883,Augusta,Wilson,Macaria Or Altars Of Sacrifice,"https://archive.org/details/texts?&and[]=Macaria%20Or%20Altars%20Of%20Sacrifice&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson""",No result
902,1866,Augusta,Wilson,St Elmo A Novel,"https://archive.org/details/texts?&and[]=St%20Elmo%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson""",No result
903,1869,Augusta,Wilson,Vashti Or _Xxuntil Death Us Do Part_Xx A Novel,"https://archive.org/details/texts?&and[]=Vashti%20Or%20_Xxuntil%20Death%20Us%20Do%20Part_Xx%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson""",No result
905,1884,Evelyn,Everett-Green,Torwoods Trust A Novel,"https://archive.org/details/texts?&and[]=Torwoods%20Trust%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Everett-Green""",No result
909,1889,Mary,Currie,The Story Of Helen Davenant,"https://archive.org/details/texts?&and[]=The%20Story%20Of%20Helen%20Davenant&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Currie""",No result
911,1872,Anna,MacDowall,The Sedgeborough World A Novel,"https://archive.org/details/texts?&and[]=The%20Sedgeborough%20World%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""MacDowall""",No result
910,1886,Mary,Currie,Thro Love And War,"https://archive.org/details/texts?&and[]=Thro%20Love%20And%20War&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Currie""",No result
929,1894,George,Fenn,The Stargazers,"https://archive.org/details/texts?&and[]=The%20Stargazers&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fenn""",No result
932,1883,George,Fenn,Elis Children The Chronicles Of An Unhappy Family,"https://archive.org/details/texts?&and[]=Elis%20Children%20The%20Chronicles%20Of%20An%20Unhappy%20Family&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fenn""",No result
934,1795,Eliza,Fenwick,Secresy Or The Ruin On The Rock,"https://archive.org/details/texts?&and[]=Secresy%20Or%20The%20Ruin%20On%20The%20Rock&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fenwick""",No result
935,1868,Samuel,Ferguson,Father Tom And The Pope Or A Night In The Vatican1868,"https://archive.org/details/texts?&and[]=Father%20Tom%20And%20The%20Pope%20Or%20A%20Night%20In%20The%20Vatican1868&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ferguson""",No result
939,1889,Julian,Field,Little Hand And Muckle Gold A Study Of Today,"https://archive.org/details/texts?&and[]=Little%20Hand%20And%20Muckle%20Gold%20A%20Study%20Of%20Today&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Field""",No result
948,1867,Percy,Fitzgerald,Seventyfive Brooke Street A Story,"https://archive.org/details/texts?&and[]=Seventyfive%20Brooke%20Street%20A%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fitzgerald""",No result
949,1873,Percy,Fitzgerald,The Middleaged Lover A Story,"https://archive.org/details/texts?&and[]=The%20Middleaged%20Lover%20A%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fitzgerald""",No result
952,1884,Julia,Fletcher,Vestigia,"https://archive.org/details/texts?&and[]=Vestigia&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fletcher""",No result
954,1829,Timothy,Flint,George Mason The Young Backwoodsman Or Dont Give Up The Ship A Story Of The Mississippi,"https://archive.org/details/texts?&and[]=George%20Mason%20The%20Young%20Backwoodsman%20Or%20Dont%20Give%20Up%20The%20Ship%20A%20Story%20Of%20The%20Mississippi&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Flint""",No result
965,1886,Jessie,Fothergill,Borderland A Countrytown Chronicle,"https://archive.org/details/texts?&and[]=Borderland%20A%20Countrytown%20Chronicle&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fothergill""",No result
967,1893,Jessie,Fothergill,Orioles Daughter A Novel,"https://archive.org/details/texts?&and[]=Orioles%20Daughter%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fothergill""",No result
973,1809,Sophia,Frances,Angelo Guicciardini Or The Bandit Of The Alps A Romance,"https://archive.org/details/texts?&and[]=Angelo%20Guicciardini%20Or%20The%20Bandit%20Of%20The%20Alps%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Frances""",No result
972,1894,Robert,Francillon,Jack Doyles Daughter,"https://archive.org/details/texts?&and[]=Jack%20Doyles%20Daughter&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Francillon""",No result
982,1873,,Fuller,Crownharden,"https://archive.org/details/texts?&and[]=Crownharden&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fuller""",No result
986,1854,Stephen,Fullom,The Great Highway A Story Of The Worlds Struggles,"https://archive.org/details/texts?&and[]=The%20Great%20Highway%20A%20Story%20Of%20The%20Worlds%20Struggles&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Fullom""",No result
994,1850,Marguerite,Gardiner,Country Quarters A Novel,"https://archive.org/details/texts?&and[]=Country%20Quarters%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
993,1887,James,Gambier,Swifter Than A Weavers Shuttle A Sketch From Life,"https://archive.org/details/texts?&and[]=Swifter%20Than%20A%20Weavers%20Shuttle%20A%20Sketch%20From%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gambier""",No result
995,1833,Marguerite,Gardiner,Grace Cassidy Or The Repealers A Novel,"https://archive.org/details/texts?&and[]=Grace%20Cassidy%20Or%20The%20Repealers%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
997,1843,Marguerite,Gardiner,Meredith,"https://archive.org/details/texts?&and[]=Meredith&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
996,1847,Marguerite,Gardiner,Marmaduke Herbert Or The Fatal Error A Novel Founded On Fact,"https://archive.org/details/texts?&and[]=Marmaduke%20Herbert%20Or%20The%20Fatal%20Error%20A%20Novel%20Founded%20On%20Fact&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
1000,1835,Marguerite,Gardiner,The Two Friends A Novel,"https://archive.org/details/texts?&and[]=The%20Two%20Friends%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
999,1836,Marguerite,Gardiner,The Confessions Of An Elderly Gentleman Illustrated By Etparris,"https://archive.org/details/texts?&and[]=The%20Confessions%20Of%20An%20Elderly%20Gentleman%20Illustrated%20By%20Etparris&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gardiner""",No result
1011,1863,Elizabeth,Gaskell,Sylvias Lovers,"https://archive.org/details/texts?&and[]=Sylvias%20Lovers&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gaskell""",No result
1017,1824,Thomas,Gaspey,The Witchfinder A Romance,"https://archive.org/details/texts?&and[]=The%20Witchfinder%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gaspey""",No result
1020,1880,E. D.,Gerard,Reata Whats In A Name,"https://archive.org/details/texts?&and[]=Reata%20Whats%20In%20A%20Name&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gerard""",No result
1029,1866,George,Gifford,Kings Baynard,"https://archive.org/details/texts?&and[]=Kings%20Baynard&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gifford""",No result
1031,1866,William,Gilbert,Doctor Austins Guests,"https://archive.org/details/texts?&and[]=Doctor%20Austins%20Guests&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gilbert""",No result
1040,1894,Algernon,Gissing,At Societys Expense,"https://archive.org/details/texts?&and[]=At%20Societys%20Expense&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gissing""",No result
1062,1794,William,Godwin,Things As They Are Or The Adventure Of Caleb Williams,"https://archive.org/details/texts?&and[]=Things%20As%20They%20Are%20Or%20The%20Adventure%20Of%20Caleb%20Williams&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Godwin""",No result
1065,1762,Oliver,Godsmith,The Citizen Of The World Or Letters From A Chinese Philosopher Residing In London To His Friends In The Country,"https://archive.org/details/texts?&and[]=The%20Citizen%20Of%20The%20World%20Or%20Letters%20From%20A%20Chinese%20Philosopher%20Residing%20In%20London%20To%20His%20Friends%20In%20The%20Country&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Godsmith""",No result
1071,1856,Catherine,Gore,A Lifes Lessons,"https://archive.org/details/texts?&and[]=A%20Lifes%20Lessons&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gore""",No result
1077,1843,Catherine,Gore,The Bankers Wife Or Court And City A Novel,"https://archive.org/details/texts?&and[]=The%20Bankers%20Wife%20Or%20Court%20And%20City%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gore""",No result
1086,1842,Catherine,Gore,The Ambassadors Wife,"https://archive.org/details/texts?&and[]=The%20Ambassadors%20Wife&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gore""",No result
1088,1853,Catherine,Gore,The Deans Daughter Or The Days We Live In,"https://archive.org/details/texts?&and[]=The%20Deans%20Daughter%20Or%20The%20Days%20We%20Live%20In&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gore""",No result
1089,1836,Catherine,Gore,The Diary Of A Dxxsennuyxxe,"https://archive.org/details/texts?&and[]=The%20Diary%20Of%20A%20Dxxsennuyxxe&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Gore""",No result
1107,1870,James,Grant,Lady Wedderburns Wish A Tale Of The Crimean War,"https://archive.org/details/texts?&and[]=Lady%20Wedderburns%20Wish%20A%20Tale%20Of%20The%20Crimean%20War&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1108,1888,James,Grant,Loves Labour Won A Novel,"https://archive.org/details/texts?&and[]=Loves%20Labour%20Won%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1114,1865,James,Grant,The Kings Own Borderers A Military Romance,"https://archive.org/details/texts?&and[]=The%20Kings%20Own%20Borderers%20A%20Military%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1118,1868,James,Grant,The White Cockade = Or Faith And Fortitude,"https://archive.org/details/texts?&and[]=The%20White%20Cockade%20%3D%20Or%20Faith%20And%20Fortitude&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1121,1882,Maria,Grant,One May Day A Sketch In Summertime,"https://archive.org/details/texts?&and[]=One%20May%20Day%20A%20Sketch%20In%20Summertime&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1124,1848,James,Grant,Adventures Of An Aidedecamp Or A Campaign In Calabria,"https://archive.org/details/texts?&and[]=Adventures%20Of%20An%20Aidedecamp%20Or%20A%20Campaign%20In%20Calabria&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1123,1881,Alexander,Grant,Bushlife In Queensland Or John Wests Colonial Experiences,"https://archive.org/details/texts?&and[]=Bushlife%20In%20Queensland%20Or%20John%20Wests%20Colonial%20Experiences&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grant""",No result
1132,1823,Thomas,Grattan,Highways And Byways Or Tales Of The Roadside Picked Up In The French Provinces,"https://archive.org/details/texts?&and[]=Highways%20And%20Byways%20Or%20Tales%20Of%20The%20Roadside%20Picked%20Up%20In%20The%20French%20Provinces&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grattan""",No result
1138,1893,Mary,Tuttiett,The Last Sentence A Novel,"https://archive.org/details/texts?&and[]=The%20Last%20Sentence%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Tuttiett""",No result
1139,1886,Mary,Tuttiett,The Silence Of Dean Maitland A Novel,"https://archive.org/details/texts?&and[]=The%20Silence%20Of%20Dean%20Maitland%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Tuttiett""",No result
1144,1880,Percy,Greg,Errant A Lifestory Of Latterday Chivalry,"https://archive.org/details/texts?&and[]=Errant%20A%20Lifestory%20Of%20Latterday%20Chivalry&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Greg""",No result
1147,1883,Beatrice,Greville,Keiths Wife A Novel,"https://archive.org/details/texts?&and[]=Keiths%20Wife%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Greville""",No result
1151,1886,Henry,Brown,A Virgin Widow A Novel,"https://archive.org/details/texts?&and[]=A%20Virgin%20Widow%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brown""",No result
1152,1891,Edward,Grey,Dr Sinclairs Sister,"https://archive.org/details/texts?&and[]=Dr%20Sinclairs%20Sister&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grey""",No result
1153,1848,Elizabeth,Grey,Aline An Old Friends Story,"https://archive.org/details/texts?&and[]=Aline%20An%20Old%20Friends%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grey""",No result
1159,1844,Elizabeth,Grey,The Gamblers Wife A Novel,"https://archive.org/details/texts?&and[]=The%20Gamblers%20Wife%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grey""",No result
1160,1841,Elizabeth,Grey,The Little Wife And The Baronets Daughters,"https://archive.org/details/texts?&and[]=The%20Little%20Wife%20And%20The%20Baronets%20Daughters&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grey""",No result
1167,1830,Gerald,Griffin,The Rivals Tracys Ambition,"https://archive.org/details/texts?&and[]=The%20Rivals%20Tracys%20Ambition&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Griffin""",No result
1170,1872,Arthur,Griffiths,The Queens Shilling A Soldiers Story,"https://archive.org/details/texts?&and[]=The%20Queens%20Shilling%20A%20Soldiers%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Griffiths""",No result
1177,1870,James,Payn,Gwendolines Harvest A Novel,"https://archive.org/details/texts?&and[]=Gwendolines%20Harvest%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Payn""",No result
1179,1888,Henry,Haggard,Colonel Quaritch Vc A Tale Of Country Life,"https://archive.org/details/texts?&and[]=Colonel%20Quaritch%20Vc%20A%20Tale%20Of%20Country%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Haggard""",No result
1185,1853,Sarah,Hale,Liberia Or Mr Peytons Experiments,"https://archive.org/details/texts?&and[]=Liberia%20Or%20Mr%20Peytons%20Experiments&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hale""",No result
1184,1845,Sarah,Hale,Keeping House And Housekeeping A Story Of Domestic Life,"https://archive.org/details/texts?&and[]=Keeping%20House%20And%20Housekeeping%20A%20Story%20Of%20Domestic%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hale""",No result
1186,1852,Sarah,Hale,Northwood Or Life North And South Showing The True Character Of Both,"https://archive.org/details/texts?&and[]=Northwood%20Or%20Life%20North%20And%20South%20Showing%20The%20True%20Character%20Of%20Both&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hale""",No result
1189,1852,Baynard,Hall,Frank Freemans Barber Shop A Tale,"https://archive.org/details/texts?&and[]=Frank%20Freemans%20Barber%20Shop%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hall""",No result
1191,1833,James,Hall,The Harpes Head A Legend Of Kentucky,"https://archive.org/details/texts?&and[]=The%20Harpes%20Head%20A%20Legend%20Of%20Kentucky&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hall""",No result
1192,1857,Anna,Hall,A Womans Story,"https://archive.org/details/texts?&and[]=A%20Womans%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hall""",No result
1194,1835,Anna,Hall,Tales Of Womans Trials By Mrs S C Hall,"https://archive.org/details/texts?&and[]=Tales%20Of%20Womans%20Trials%20By%20Mrs%20S%20C%20Hall&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hall""",No result
1197,1864,Chalres,Halpine,The Life And Adventures Songs Services And Speeches Of Private Miles Oreilly,"https://archive.org/details/texts?&and[]=The%20Life%20And%20Adventures%20Songs%20Services%20And%20Speeches%20Of%20Private%20Miles%20Oreilly&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Halpine""",No result
1206,1884,William,Baillie-Hamilton,Mr Montenello A Romance Of The Civil Service,"https://archive.org/details/texts?&and[]=Mr%20Montenello%20A%20Romance%20Of%20The%20Civil%20Service&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Baillie-Hamilton""",No result
1209,1854,Edward,Hamley,Lady Lees Widowhood,"https://archive.org/details/texts?&and[]=Lady%20Lees%20Widowhood&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hamley""",No result
1211,1850,James,Hannay,Singleton Fontenoy Rn,"https://archive.org/details/texts?&and[]=Singleton%20Fontenoy%20Rn&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hannay""",No result
1212,1853,James,Hannay,Sketches In Ultramarine,"https://archive.org/details/texts?&and[]=Sketches%20In%20Ultramarine&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hannay""",No result
1216,1886,William,Hardinge,The Willowgarth A Novel,"https://archive.org/details/texts?&and[]=The%20Willowgarth%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hardinge""",No result
1220,1868,Iza,Hardy,A Heros Work,"https://archive.org/details/texts?&and[]=A%20Heros%20Work&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hardy""",No result
1226,1891,Thomas,Hardy,Tess Of The Durbervilles A Pure Woman Faithfully Presented,"https://archive.org/details/texts?&and[]=Tess%20Of%20The%20Durbervilles%20A%20Pure%20Woman%20Faithfully%20Presented&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hardy""",No result
1228,1892,Thomas,Hardy,The Pursuit Of The Wellbeloved A Sketch Of A Temperament,"https://archive.org/details/texts?&and[]=The%20Pursuit%20Of%20The%20Wellbeloved%20A%20Sketch%20Of%20A%20Temperament&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hardy""",No result
1230,1881,Thomas,Hardy,The Trumpetmajor A Tale,"https://archive.org/details/texts?&and[]=The%20Trumpetmajor%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hardy""",No result
1245,1818,Ann,Hatton,Secrets in Every Mansion Or The Surgeons Memorandum Book A Scottish Record,"https://archive.org/details/texts?&and[]=Secrets%20in%20Every%20Mansion%20Or%20The%20Surgeons%20Memorandum%20Book%20A%20Scottish%20Record&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hatton""",No result
1258,1842,Nathaniel,Hawthorne,Night Sketches,"https://archive.org/details/texts?&and[]=Night%20Sketches&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hawthorne""",No result
1259,1842,Nathaniel,Hawthorne,Peter Goldthwaites Treasure,"https://archive.org/details/texts?&and[]=Peter%20Goldthwaites%20Treasure&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hawthorne""",No result
1271,1842,Nathaniel,Hawthorne,The Tollgatherers Day,"https://archive.org/details/texts?&and[]=The%20Tollgatherers%20Day&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hawthorne""",No result
1269,1851,Nathaniel,Hawthorne,The Snowimage And Other Twice Told Tales,"https://archive.org/details/texts?&and[]=The%20Snowimage%20And%20Other%20Twice%20Told%20Tales&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hawthorne""",No result
1275,1872,John,Hay,The Blood Seedling,"https://archive.org/details/texts?&and[]=The%20Blood%20Seedling&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hay""",No result
1277,1799,Mary,Hays,The Victim Of Prejudice,"https://archive.org/details/texts?&and[]=The%20Victim%20Of%20Prejudice&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hays""",No result
1293,1894,George,Henty,Dorothys Double,"https://archive.org/details/texts?&and[]=Dorothys%20Double&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Henty""",No result
1297,1847,Henry,Herbert,Ingleborough Hall And Lord Of The Manor,"https://archive.org/details/texts?&and[]=Ingleborough%20Hall%20And%20Lord%20Of%20The%20Manor&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1296,1844,Henry,Herbert,Guarica The Charib Bride A Legend Of Hispaniola,"https://archive.org/details/texts?&and[]=Guarica%20The%20Charib%20Bride%20A%20Legend%20Of%20Hispaniola&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1295,1849,Henry,Herbert,Dermont Obrien Or The Taking Of Tredagh A Tale Of 1649,"https://archive.org/details/texts?&and[]=Dermont%20Obrien%20Or%20The%20Taking%20Of%20Tredagh%20A%20Tale%20Of%201649&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1299,1843,Henry,Herbert,My Shooting Box,"https://archive.org/details/texts?&and[]=My%20Shooting%20Box&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1298,1843,Henry,Herbert,Marmaduke Wyvil Or The Maids Revenge,"https://archive.org/details/texts?&and[]=Marmaduke%20Wyvil%20Or%20The%20Maids%20Revenge&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1300,1854,Henry,Herbert,Persons And Pictures From The Histories Of France And Englandfrom The Norman Conquest To The Fall Of The Stuarts,"https://archive.org/details/texts?&and[]=Persons%20And%20Pictures%20From%20The%20Histories%20Of%20France%20And%20Englandfrom%20The%20Norman%20Conquest%20To%20The%20Fall%20Of%20The%20Stuarts&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1301,1848,Henry,Herbert,Pierre The Partisan A Tale Of The Mexican Marches,"https://archive.org/details/texts?&and[]=Pierre%20The%20Partisan%20A%20Tale%20Of%20The%20Mexican%20Marches&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
1308,1847,Henry,Herbert,The Miller Of Martigne,"https://archive.org/details/texts?&and[]=The%20Miller%20Of%20Martigne&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Herbert""",No result
